UniProt ID(supplied by UniProt)	NCBI Gene ID(supplied by NCBI)
P31391	6754
P35346	6755
	146336
Q9NP77	29101
	286528
	390031
	143506
	441584
	196120
	643263
	390033
	136157
Q9Y2M2	51066
Q16384	6756
Q16385	6757
Q16385	727837
Q9Y2D8	117178
Q99909	10214
O60224	6759
O60224	548313
O60225	6758
Q7RTT6	280657
Q7RTT5	280658
Q7RTT4	280659
Q7RTT3	280660
	100996564
	326341
	326337
	326339
	326587
	326590
	326585
	326586
	100287603
Q11201	6482
	100421804
Q16842	6483
Q11203	6487
Q11206	6484
Q9UNP4	8869
	101928113
	100421795
Q9Y274	10402
	100874207
P15907	6480
Q96JF0	84620
	100874354
Q9NSC7	55808
Q9UJ37	10610
	100422716
Q8NDV1	256435
Q9H4F1	27090
	100874524
Q9BVH7	81849
Q969X2	30815
Q9NRC1	7982
	93653
	93654
	93655
	338069
Q8TDW4	54879
Q92185	6489
Q92186	8128
O43173	51046
Q92187	7903
O15466	29906
P61647	338596
	100128098
P50502	6767
	729992
	344328
	144638
Q8IZP2	145165
Q8NFI4	144106
	157530
	155019
	338805
	390301
	399950
	728162
	100127911
	401648
	100422602
	100422603
	100422605
	442730
	643310
	100131961
	729828
	642818
	100874521
Q9Y5Y6	6768
O60284	9705
Q9HBF5	400410
Q8NBB2	283687
	100528021
Q9NY15	23166
Q8WWQ8	55576
Q99469	6769
Q6ZMT1	342667
Q96MF2	246329
Q8WVM7	10274
Q8N3U4	10735
Q9UJ98	10734
P0CL83	54441
P0CL84	442582
P0CL85	442578
Q8TBR4	64940
	101735302
	101752399
Q92783	8027
	102723166
O75886	10254
O95630	10617
Q96FJ0	57559
Q9ULZ2	26228
Q9UGK3	55620
P49675	6770
Q14849	10948
O95772	83930
Q96DR4	134429
	100505678
Q9NSY2	80765
P59095	147323
Q9NQZ5	56910
	285033
Q92502	9754
Q9P2P6	57519
Q9Y365	10809
Q9Y3M8	90627
	100874241
	100874373
	6771
P42224	6772
P52630	6773
P40763	6774
Q14765	6775
P42229	6776
P51692	6777
P42226	6778
P02808	6779
O95793	6780
Q9NUL3	27067
	100128126
O95210	8987
P52823	6781
O76061	8614
Q9UHE8	26872
Q6NZ63	256227
Q8NFT2	261729
	100874100
Q658P3	55240
	100874111
Q687X5	79689
Q8IWL8	246744
Q15468	6491
Q13586	6786
Q9P246	57620
	105374546
Q86TL2	375346
	100526772
Q86WV6	340061
P31948	10963
	100420434
	100420436
	441505
Q13188	6788
Q13043	6789
	100505826
O94804	6793
Q15831	6794
Q8N1F8	114790
O75716	8576
	326107
Q9UEE5	9263
O94768	9262
P49842	8859
	373159
Q9Y6E0	8428
	100874069
	100421784
O00506	10494
	100533662
Q9P289	51765
Q9BXU1	56164
Q8WU08	202374
	105378217
Q9NY57	55351
Q86UX6	282974
Q9BYT3	65975
	553118
Q8TDR2	140901
Q9NRP7	27148
Q15208	11329
Q9Y2H1	23012
Q9UEW8	27347
Q8N2I9	83931
Q8NE28	169436
P16949	3925
	100506685
	100289663
Q93045	11075
Q9NZ72	50861
Q9H169	81551
H3BQB6	401236
E0CX11	647087
Q9H668	79991
P27105	2040
Q9UBI4	9399
Q9UJZ1	30968
Q8TAV4	161003
Q9Y6Q2	11037
	286749
Q8WXE9	85439
Q6ZVD7	219736
Q9P2F5	56977
Q5TH74	90529
Q8N412	285555
	101410545
Q8N7X2	441476
	100129722
Q8N801	285051
Q9BX79	64220
	112272565
Q7Z7C7	346673
Q7RTN6	92335
Q9C0K7	55437
	389599
Q9Y3F4	11171
Q96SI9	55342
Q7RTU9	161497
A6NGW2	554225
Q5VSL9	85369
Q9ULQ0	57464
P0DN84	100507537
O43815	6801
Q13033	29966
Q9NRL3	29888
P08842	412
	6803
P46977	3703
	105369550
Q8TCJ2	201595
Q9UNE7	10273
Q69YW2	375057
Q16623	6804
P61266	112755
P32856	2054
Q13277	6809
Q12846	6810
Q13190	6811
O43752	10228
O15400	8417
Q9UNK0	9482
	100423046
O60499	8677
O75558	8676
Q86Y82	23673
O14662	8675
	100534593
P56962	55014
	441461
Q9P2W9	53407
	100507266
	104472519
	100418889
Q8N4C7	415117
P61764	6812
Q15833	6813
O00186	6814
Q6ZWJ1	252983
Q5T5C0	134957
	729178
Q9Y2K9	9515
Q8NFX7	29091
Q6J9G0	55359
Q8WUJ0	6815
Q9Y6J8	51657
P53999	10923
	728938
	100287680
	106480442
	100288661
Q9P2R7	8803
	101929410
	646520
	100129863
	100421648
P53597	8802
Q96I99	8801
	101927111
	100421671
	283398
	100421712
	100130528
Q9BXA5	56670
Q9UBS9	51430
Q9H7L9	64426
	285647
Q9UMX1	51684
Q9HAC7	79783
Q8IWZ8	57794
Q8IX01	10147
Q9Y2Z0	10910
	441394
	728706
	283507
	112272564
	100499484
	57653
Q8IWU6	23213
Q8IWU5	55959
P50225	6817
P50226	6799
P0DMM9	6818
P0DMN0	445329
O43704	27284
O00338	6819
	151234
	106480333
Q6IMI6	442038
O75897	27233
	133150
P49888	6783
Q06520	6822
O00204	6820
Q9BR01	25830
Q6IMI4	391365
	107984497
Q8NBK3	285362
Q8NBJ7	25870
P63165	7341
G2XKQ0	391257
	474337
	474338
	101290502
	474341
P61956	6613
	285829
	100859924
	652489
	100288757
	100526738
	100127922
	100131823
	100506244
	106481678
	100422250
	106480262
	106480263
	106480264
	106480417
	106480679
	100128010
	106481679
	100422265
	101927327
P55854	6612
Q6EEV6	387082
O94901	23353
Q9UH99	25777
Q8TAQ9	256979
Q8TC36	140732
P51687	6821
O75486	8464
P63272	6827
	100190947
	100287625
O00267	6829
Q7KZ85	6830
O94864	9913
Q9Y5B9	11198
	400011
Q8NEM7	55578
Q3ZLR7	100130302
P0C7V6	170067
Q8IYB8	6832
Q15526	6834
Q15527	6835
O15260	6836
O75683	6838
	643470
Q6UWL2	64420
Q9UGT4	56241
	729568
	729450
Q96L08	203328
Q5VX71	55061
O60279	26032
Q92537	9766
O43463	6839
Q9H5I1	79723
Q15022	23512
	440423
	100421539
Q7L0J3	9900
Q7L1I2	9899
Q496J9	22987
Q8N300	374969
Q4LDE5	79987
O95425	6840
	102724316
	645954
Q8NHG7	258010
Q8N4V2	55530
Q8N434	136306
Q9UH65	23075
Q1ZZU3	375757
Q6NVH7	126074
Q5T5J6	54823
Q96A49	94056
Q9NX95	55638
Q8N0S2	93426
A8MT33	100130958
Q6PIF2	256126
A1L190	644186
Q0VAF6	342898
Q15431	6847
Q9BX26	10388
Q5T4T6	221711
Q8IZU3	50511
Q6ZW31	85360
Q5VT97	84144
O95926	25949
	317778
	100128275
P43405	6850
Q92797	8189
P17600	6853
Q92777	6854
O14994	8224
Q9H7C4	81493
O60506	10492
Q9H7V2	79953
A6NDD5	646658
Q8NF91	23345
	100505475
Q8WXH0	23224
Q6ZMZ3	161176
Q8N205	163183
Q96PV0	8831
	112390310
O43759	9145
O43760	9144
	283698
	138916
O43761	9143
O95473	23546
O43426	8867
O15056	8871
	100874300
P57105	55333
	100529257
O15061	23336
Q8N3V7	11346
Q9UMS6	171024
Q9H987	79933
Q8TBG9	132204
	100874016
Q9UMZ2	11276
P08247	6855
	100873921
Q16563	6856
	100130011
	100132972
Q5VXT5	284612
Q8N2H4	90196
	767557
P21579	6857
Q8N9I0	127833
Q9BQG1	84258
Q9H2B2	6860
O00445	6861
Q5T7P8	148281
O43581	9066
Q8NBV8	90019
Q86SS6	143425
Q6XYQ8	341359
Q9BT88	23208
Q8IV01	91683
Q7L8C5	57586
Q8NB59	255928
Q58G82	401135
Q9BQS2	83849
Q17RD7	83851
Q9BSW7	51760
Q8IYJ3	84958
Q9HCH5	54843
Q4VX76	94120
Q96C24	94121
Q8TDW5	94122
Q86TM6	84447
Q7Z422	26099
Q5T011	23334
	100873952
Q96RJ0	134864
Q9P1P5	9287
Q9P1P4	9288
	503612
O14804	9038
Q96RI8	319100
	503611
Q969N4	83551
Q96RI9	134860
Q15750	10454
Q9NYJ8	23118
	105378049
Q8N5C8	257397
	727682
	100873926
	643199
P20366	6863
Q9UHF0	6866
Q86UU9	255061
O75410	6867
	219752
O95359	10579
Q9Y6A5	10460
Q9BSH4	51204
P25103	6869
P21452	6865
P29371	6870
P09758	4070
Q96BN2	117143
O75478	6871
Q86TJ2	93624
O75528	10474
P21675	6872
Q15573	9015
	100506161
Q53T94	9014
Q15572	9013
Q9H5J8	79101
Q8IZX4	138474
Q6P1X5	6873
Q5VWG9	83860
O00268	6874
Q92750	6875
Q15542	6877
O75529	27097
	645744
P49848	6878
Q9Y6J9	10629
Q15545	6879
Q5H9L4	54457
Q7Z7C8	129685
Q16594	6880
Q9HBM6	51616
	246135
	100130319
	360002
	360003
	163088
Q12962	6881
Q15544	6882
	285697
	391742
	646103
	391746
	646066
	391747
	112488736
	112488737
	112488745
	112488738
	112488746
	112488739
	112488747
	112488740
Q16514	6883
Q15543	6884
	246112
	100462886
Q92804	8148
Q7Z5A9	407738
Q8N3H0	338811
Q7Z5A8	284467
Q96LR4	151647
Q7Z5A7	25817
Q8N103	117289
Q01995	6876
P37802	8407
	100418887
	642319
Q9UI15	29114
P17542	6886
Q16559	6887
	109136579
P37837	6888
	6889
Q96BW9	132001
Q9C0D5	85461
Q9HCD6	26115
Q6ICL3	128989
Q9C0B7	79613
Q92844	10010
Q7L7X3	57551
Q9UL54	9344
Q9H2K8	51347
Q03518	6890
Q03519	6891
O15533	6892
Q9BX59	55080
Q6NXT6	202018
	202020
Q13395	6894
Q15633	6895
	6896
Q13148	23435
	643503
	440142
	100507308
B6A8C7	441864
P26639	6897
Q9BW92	80222
	100533844
A2RTX5	123283
Q7RTX1	80835
Q8TE23	80834
Q7RTX0	83756
Q9NYW7	50834
	338396
Q9NYW6	50831
Q9NYW5	50832
Q9NYW4	54429
	448990
Q9NYW3	50837
Q9NYW2	50836
Q9NYW1	50835
Q9NYW0	50839
	266656
Q9NYV9	50838
Q9NYV8	50840
	266657
Q9NYV7	50833
	338414
P59542	259294
P59543	259295
	266661
P59541	259293
P59538	259290
	266665
	266666
	266667
P59533	5726
P59534	259285
P59535	259286
P59536	259287
Q7RTR8	353164
P59537	259289
P59539	259291
P59540	259292
P59544	259296
P59551	338398
	338399
	338413
	338412
	448991
	100653053
Q9UK61	23272
Q5VWN6	54906
Q9H6P5	55617
P17735	6898
	100132529
Q6P1N9	83940
	728737
Q93075	9797
	100131103
	100272205
	100420458
Q17R31	128387
Q86VP1	8887
O14907	30851
Q16635	6901
Q96M53	219793
Q86TI0	23216
Q9BYX2	55357
Q9UPU7	23102
Q8IZP1	729873
A6NDS4	414059
Q6IPX1	414060
A0A087WVF3	101060389
A0A087X179	102723859
A6NER0	84218
Q6DHY5	101060321
P0C7X1	729877
A0A087WXS9	102724862
	100510707
A0A087X1G2	101060351
B9A6J9	101060376
	400609
	653645
	440452
	653017
	100631253
	440419
	101928566
	106480773
O60343	9882
Q92609	9779
Q9P0N9	51256
O95759	11138
	100506286
Q0IIM8	54885
Q6ZT07	23158
Q66K14	23061
Q9BXI6	83874
Q4KMP7	26000
Q8IV04	374403
O60347	23232
Q9NVG8	54662
Q9P2M4	57533
Q8TC07	64786
Q8TBP0	125058
Q9HA65	79735
Q8N5T2	55296
Q96BZ9	128637
Q8IYX1	161514
Q8WUA7	25771
	642757
Q9NU19	55633
Q9NUY8	55773
Q9ULP9	57465
Q3MII6	4943
Q86UD7	353149
	96597
Q2M2D7	254272
Q9UFV1	26083
Q9Y2I9	23329
Q96DN5	93594
Q96NH3	221322
O75347	6902
	494540
	494541
	101290501
Q99426	1155
Q15814	6903
Q9NVR7	55171
Q9BTW9	6904
Q15813	6905
Q5QJ74	219899
Q8TEA7	93627
	112806053
Q9UHD2	29110
A7MCY6	9755
O60907	6907
Q9BZK7	79718
	100874217
Q9BQ87	90665
	286555
Q9Y4P3	26608
Q12788	10607
P20226	6908
P62380	9519
Q6SJ96	387332
Q16650	10716
Q3YBR2	84897
Q969Z0	9238
O43435	6899
Q13207	6909
	103689912
O15119	6926
P57082	9496
Q99593	6910
	255480
O95947	6911
O75333	347853
Q96SF7	6913
O95935	9096
	102724201
O60806	9095
Q9UMR3	57057
Q9UL17	30009
Q9Y458	50945
	57160
	6914
P21731	6915
P24557	6916
O15178	6862
Q8N9U0	123036
Q9Y4C2	9747
	653199
A6NFQ2	285966
	100533814
	653691
Q8N3R3	285343
	146771
O15273	8557
P23193	6917
	6918
	399511
	340501
	100421350
Q15560	6919
O75764	6920
Q15170	9338
Q9H3H9	140597
Q969E4	85012
	100874119
Q96EI5	79921
	100874432
Q5H9L2	340543
Q6IPX3	158931
Q9BRU2	56849
Q8IYN2	90843
	101059982
Q9UHQ7	51186
Q8N8B7	170082
Q96MN5	127428
O14776	10915
Q5VWI1	256536
	101927489
P15923	6929
	100129107
P15884	6925
	105372127
	106480339
P36402	6932
Q9HCS4	83439
	100874334
Q9NQB0	6934
Q99081	6938
Q12870	6939
Q9Y242	6941
Q9UGU0	6942
O43680	6943
Q7RTU1	150921
Q7RTU0	100129654
Q9BQ70	22980
Q9UL49	10732
Q07283	7062
Q5QJ38	126637
Q9BT92	84260
Q9NR00	56892
Q13488	10312
P56279	8115
O95988	9623
	27004
P20061	6947
P20062	6948
Q13428	6949
P17987	6950
	647047
	6952
	400013
Q12799	6953
Q8TDR4	140290
B9ZVM9	401285
Q8WWU5	6954
Q9NUJ3	55346
Q8N4U5	255394
B4DZS4	100996631
Q5H9J9	100996648
	106481605
P57738	6988
Q5JU00	202500
Q8IZS6	6991
Q8N7M0	200132
Q8WW35	255758
Q5JR98	343521
Q2MV58	79600
Q96GX1	79867
Q6NUS6	26123
Q13569	6996
P13385	6997
	100421177
	22816
P51864	6998
	22815
	22814
	22813
	100129080
	645233
Q8IZJ6	157739
P48775	6999
Q9NUW8	55775
O95551	51567
Q9BXT4	56165
Q9H7E2	81550
Q8NAT2	163589
O60522	221400
Q8NHU6	23424
Q8NDG6	122402
Q5VZ19	126668
Q587J7	91646
B5MCY1	100129278
	732253
Q9Y2W6	11022
	109729141
Q86YL5	157695
P28347	7003
Q15562	8463
Q99594	7005
Q15561	7004
P42680	7006
Q7Z6L1	25851
O15040	9895
Q9NZ01	9524
Q5HYJ1	253017
	442777
	391696
O75443	7007
Q96PL2	6975
Q86SX3	283643
Q7L2K0	80178
Q5T9Z0	127670
	127671
Q10587	7008
Q96QE5	79736
Q02763	7010
Q969V4	83659
Q9UIF3	27285
Q9BXF9	64518
Q8WW24	150483
	727768
	100132288
	100873355
Q96M29	146279
Q9Y4R8	9894
	105377573
Q86WV5	100134934
	100529145
Q9UKZ4	10178
Q9NT68	57451
Q9P273	55714
	90768
Q6N022	26011
Q6PIY7	167153
Q5XG87	11044
Q8NDF8	64282
Q96IP4	55603
Q96A09	115572
Q5VWP2	54855
Q8NEK8	169966
Q99973	7011
Q6URK8	374739
Q96N21	146705
Q8NA31	283847
Q8NHR7	145645
	7012
P54274	7013
	348567
	646359
	646316
	648283
	283523
	100287965
	646127
	100289185
Q15554	7014
Q9NYB0	54386
	644899
O14746	7015
Q9UGI8	26136
Q96BS2	54997
	101928244
Q15569	7016
Q96S53	10420
Q9Y4I5	9633
A2RU30	9840
Q8NFU7	80312
	441662
Q6N021	54790
	104384744
O43151	200424
Q8IWB9	55852
Q8N6V9	374618
Q9NXF1	54881
Q8IYF3	56159
Q9BXU0	56158
Q9BXU3	56157
Q9BXU2	56156
A0A0J9YWL9	100129520
A0A0J9YY54	100132015
Q8IWB6	56155
Q9BXT5	56154
	100499435
Q8NA77	400629
	441687
C9J3V5	647310
Q8N6G2	122046
	100507064
O15482	1527
O15482	728447
O15482	653363
Q8N6K0	121793
Q5JUR7	93081
O43247	339669
Q5T0J7	84066
Q5VZQ5	387718
	100169752
Q96LM6	200523
Q6PEX7	374973
	401014
Q6ZNM6	389320
Q53QW1	165100
Q8NA69	374877
H3BTG2	729059
Q8TBZ9	219557
A0A1B0GUV7	100505478
A0A1B0GTD5	255411
A0A1B0GTY4	730159
A0A1B0GUA7	101929926
A6NCN8	101929469
A0A1B0GU33	105376230
A0A1B0GVG6	111216277
Q96M34	152405
Q9BY14	83639
Q6UWH6	113419
Q9Y6I9	51368
P02787	7018
Q00059	7019
	260341
	260340
P05549	7020
	100130275
	109729173
Q92481	7021
Q92754	7022
Q7Z6R9	83741
Q6VUC0	339488
Q01664	7023
Q8WVM0	51106
Q9H5Q4	64216
Q12800	7024
Q9NZI6	29842
Q14186	7027
	391158
Q14188	7029
Q5H9I0	51270
P19532	7030
P19484	7942
O14948	22797
P04155	7031
Q03403	7032
Q07654	7033
Q92734	10342
Q9UBB9	24144
P10646	7035
P48307	7980
P0C1Z6	29844
Q9UP52	7036
P02786	7037
P01266	7038
O95455	23483
P01135	7039
	100874273
P01137	7040
O43294	7041
P61812	7042
	728463
	103611157
P10600	7043
	109729179
Q15582	7045
P36897	7046
P37173	7048
Q03167	7049
H3BV60	100507588
Q8WUH2	9392
Q15583	7050
	126052
Q9GZN2	60436
	100527943
Q8IUE1	90316
Q8IUE0	90655
	126826
P22735	7051
P21980	7052
Q08188	7053
P49221	7047
O43548	9333
O95932	343641
Q96PF1	116179
O43493	10618
Q96RS0	96764
P07101	7054
	101927761
	390816
Q6YHU6	63892
Q9NVV9	55145
Q9H0W7	83591
Q8WTV1	90326
Q8WY91	51078
Q7Z6K1	168451
	285872
	100129618
Q8TBB0	152815
Q9BT49	80764
	439931
Q8NA92	199745
Q9H5L6	79725
	100499177
Q9P2Z0	56906
Q96EK4	57215
O43422	5612
	728748
	100422711
	399774
	100129382
	100129074
	100128764
	100422712
	645939
	100131309
	100422715
P07204	7056
P07996	7057
P35442	7058
P49746	7059
P35443	7060
Q9P2T0	51298
P0DJG4	100506564
Q5T1C6	117145
	677880
Q8N1Q8	284486
Q8WUY1	51337
	106480297
Q8N1K5	387357
Q5TEJ8	9473
	100420484
Q9NWX6	54974
Q8IYQ7	79896
Q86YJ6	55258
Q96FV9	9984
Q8NI27	57187
Q96J01	84321
Q13769	8563
Q86W42	79228
Q6I9Y2	80145
	100874039
P52888	7064
	100506797
P40225	7066
P10827	7067
Q9Y2W1	9967
	391524
P10828	7068
	644990
	100874274
	102659353
Q92748	7069
Q9NS62	55901
	374500
Q6ZMP0	79875
	101929196
	101929173
Q9UPZ6	221981
Q9C0I4	80731
A0A1W2PP97	111644133
Q9BU02	79178
Q9NXG2	55623
	391276
Q9BTF0	80745
Q9BV44	25917
	440944
	100419989
P04216	7070
Q9P016	29087
P31483	7072
O95411	9220
Q01085	7073
Q13009	7074
Q8IVF5	26230
Q8IUC6	148022
Q86XR7	353376
Q7Z2Z1	90381
P35590	7075
Q96CG3	92610
Q6ZNK6	497189
Q9NQ88	57103
Q96MW7	200765
Q4W5G0	166815
Q6B0B8	220359
Q8IY51	201798
Q53EQ6	84948
Q17RP2	81789
Q6NT04	91151
Q495A1	201633
Q96H15	91937
Q9UNS1	8914
O60220	1678
	399520
Q9Y5J9	26521
	100874425
	100874417
Q9Y5J7	26520
	100862726
	100862727
	100862725
P62072	26519
Q9Y5J6	26515
Q9Y5L4	26517
Q99595	10440
O60830	10245
	390298
Q9BVV7	29090
Q9Y584	29928
O14925	100287932
Q5SRD1	100652748
	113218477
Q9BSF4	90580
O43615	10469
Q3ZCQ8	92609
Q9NPL8	51300
P01033	7076
P16035	7077
P35625	7078
Q99727	7079
Q9UJW2	27283
Q9GZM7	64129
	257000
Q9BSI4	26277
Q7Z3E1	25976
	100287227
Q9BVW5	54962
O75663	261726
P58753	114609
Q5JTD0	93643
Q07157	7082
	64730
Q9UDY2	9414
O95049	27134
P04183	7083
O00142	7084
Q3LXA3	26007
P29401	7086
P51854	8277
Q9H0I9	84076
Q96CP7	116238
A6NGC4	727910
Q8TBR7	79850
Q71RH2	83723
Q96MV1	148534
	100527978
Q6ZRR5	219902
A0PJX2	140711
Q04724	7088
	645381
Q04725	7089
Q04726	7090
Q04727	7091
Q08117	166
Q9H808	79816
A0A1W2PR48	102723796
Q9UKI8	9874
	100129793
Q86UE8	11011
	646202
	553121
O43897	7092
Q9Y6L7	7093
Q9Y490	7094
Q9Y4G6	83660
Q9H1K6	59274
Q15399	7096
O60603	7097
O15455	7098
O00206	7099
O60602	7100
Q9Y2C9	10333
Q9NYK1	51284
Q9NR97	51311
	349408
Q9NR96	54106
Q9BXR5	81793
	100131451
P31314	3195
P0CAT3	100038246
O43763	3196
O43711	30012
Q9BX74	83941
Q9BX73	83877
Q9BRN9	80213
P30408	4071
	100874091
P48230	7104
O14894	9032
Q96CE8	116441
Q96DZ7	116211
	100874214
	100534611
Q53R12	79853
Q9BZW5	53346
Q9BZW4	53345
O76062	7108
Q9NS93	51768
O15321	10548
Q99805	9375
Q9HD45	56889
Q92544	9777
Q9Y2S6	51372
Q96EY4	55319
	100101405
	100101407
Q969X1	64114
Q9HC24	51643
P55061	7009
	105375396
Q8TDI8	117531
Q8TDI7	117532
Q7Z5M5	342125
	101929655
Q7Z404	147798
Q6UXY8	79838
Q7Z403	11322
Q7Z402	79905
Q8IU68	147138
O94876	23023
	100507032
	100128132
O75069	9911
Q9ULS5	57458
Q9UM00	54499
	100147773
Q7Z6W1	127391
Q6UWJ1	55002
Q5TGY1	255104
Q8N6Q1	145942
A8MYB1	100652857
Q96DC7	55374
P0DPE3	112163659
Q13445	11018
Q15363	10959
	101927415
Q9Y3Q3	23423
Q7Z7H5	222068
Q9Y3A6	50999
Q8WW62	146456
Q9Y3B3	51014
	100302736
Q6PL24	283578
Q9BVK6	54732
P49755	10972
	286102
	100129727
	100379220
Q8IYR6	8577
Q9UIK5	23671
A6NDV4	51754
Q9P0T7	252839
Q9NQ34	56674
	493900
P17152	8834
Q9Y6G1	28978
Q9NUH8	81853
Q9P0S9	51522
A8MWL7	645203
Q6UXP3	645843
Q86X19	200728
Q96B42	129787
	105373354
Q96HH6	55266
Q86YD3	84866
Q6ZUK4	219623
	101928781
Q9NV96	55754
Q3MIR4	161291
A0ZSE6	644444
Q5JXX7	203562
P57088	55161
Q53FP2	59353
Q8NCS4	100506144
Q8WXS4	140738
Q9H6F2	79041
Q9NVV0	55151
Q9NV64	55254
Q9GZU3	55116
Q8WWA1	55287
Q96HV5	90407
Q5BJD5	440026
Q69YG0	131616
Q9BTV4	79188
Q2T9K0	93109
	100507297
Q9NWC5	55076
Q96B21	120224
Q9BQJ4	83604
O95807	23585
P56557	757
Q9NW97	55092
	200197
Q8NDY8	339456
Q4KMG9	120939
Q6P2H8	79639
Q969K7	113452
Q9BXS4	9528
Q9UK28	25789
Q9H2L4	85025
Q8N0U2	199964
Q0P6H9	80021
O94886	9725
Q5T3F8	55362
Q9P1W3	57156
Q6YI46	169200
Q6PI78	157378
Q5HYA8	91147
Q96MH6	137695
Q5SWH9	51249
Q9BUB7	54968
Q6P5X7	137835
A0PK05	643236
	220980
Q96NL1	157753
Q9NUR3	55321
Q8N9X5	641384
Q5T7P6	677790
Q9BSE2	84283
Q96HE8	283232
Q6P7N7	388730
A0PJX8	388595
Q8N2M4	144110
Q8N661	255043
Q8NBN3	25963
Q96K49	84910
Q6PEY1	92162
A6NKF7	643965
A2RUT3	440955
Q6ZNR0	641649
Q6UXU6	162461
	103752589
Q12767	9772
Q3KNT9	339168
Q5BJF2	27346
	100873880
	724059
Q9Y2Y6	26022
Q8N816	147184
Q9NV29	55273
Q96IK0	84336
Q8N9M5	284114
Q8NE00	54868
Q8N8V8	284186
Q96A25	113277
Q9NUM4	54664
Q9BVX2	79022
Q6UX40	84314
Q6UXF1	66000
	101927455
Q9BVC6	79073
B3SHH9	283953
Q12893	11070
Q8NCL8	89894
Q9H0C3	84216
Q4V9L6	338773
Q9BXJ8	83862
A0PK00	144404
Q9BTD3	80757
Q9BXQ6	27439
Q8N131	114908
Q96AQ2	128218
Q9H061	84233
Q8IUX1	55863
O75204	55654
Q5BJH2	85013
A0AVI4	92305
Q8N3G9	222865
Q92545	23505
A2VDJ0	23240
Q24JP5	54972
Q14DG7	114795
Q8N3T6	92293
Q14C87	121256
	283352
	101927735
Q6IEE7	124842
Q9H6X4	80194
Q86UB9	65084
Q9NPI0	51524
Q8IV31	135932
Q9NV12	55281
Q96I45	85014
Q96AN5	55260
Q7Z5S9	55314
Q8NBT3	284339
Q9BVK8	10430
	100506469
Q86TG1	129303
A6NC51	284417
B9EJG8	441027
Q8N4L1	256472
Q8IW70	441151
Q6P9G4	201799
Q4W5P6	132332
Q8N614	80008
Q8WZ71	25907
Q96B96	57146
Q9NX00	54958
Q9NX61	54929
Q8NDZ6	153396
	100505894
	646360
Q8TC26	81615
Q5U3C3	84187
Q9HC07	55858
Q8TBQ9	153339
	360028
Q9NRX6	56900
Q9H0V1	64418
Q96HH4	92691
Q8WVE7	124491
Q5T4T1	100113407
Q8WVE6	134285
Q8WUU8	134288
Q9BSA9	84286
Q96HP8	55365
Q3YBM2	28959
Q53S58	80775
Q8NBL3	130733
H3BS89	100507421
Q6ZVK1	388021
Q7Z7N9	374395
Q9P2C4	57583
Q6ZP80	130827
Q8IXX5	92703
	100048909
Q1AE95	653659
Q6ZMB5	202915
Q9Y519	25829
Q9NVA4	55751
Q8NFB2	84548
	100506205
Q9H7F4	79134
Q96B77	25880
Q14656	8269
A5PLL7	387521
	387522
Q8WZ59	147744
Q9H0A3	84222
P0C7N4	728229
A6NGB0	645426
Q8IY95	201931
Q5HYL7	256130
Q66K66	130612
	440104
Q8N511	147007
Q86VY9	114801
Q69YZ2	399474
A6NKL6	645369
Q5SNT2	199953
A6NGA9	338949
	105370888
Q969S6	94107
Q9BSN7	79652
Q6UW68	374882
Q6UWW9	131920
Q9BTX3	29100
Q96SK2	84928
A6NLX4	100505993
Q6ICI0	255349
A6NML5	389177
	100874219
	100874359
A2RRL7	155006
Q6NUQ4	54867
Q68D42	401498
Q9P0N5	51259
Q8N7C4	221468
A2RU14	219854
Q86XT9	124446
Q6QAJ8	388335
	101101775
A6NGB7	100130519
Q9H0R3	84065
A0PJW6	79064
Q6GV28	338661
P0DP42	100289187
B2RXF0	730130
Q8NBD8	161145
Q96A57	29058
Q9H6L2	79583
	100420067
C9JQI7	642987
B4DJY2	387890
Q8WY98	56063
A6NFC5	283999
Q5W0B7	653567
Q96Q45	65062
C9JI98	388564
	100289255
Q8WW34	100288797
Q5SV17	339453
Q24JQ0	85019
Q9NWH2	729515
Q9BU79	79161
Q5VVB8	253582
Q9H330	23731
	101928470
A6NEH6	388946
Q9NWD8	55069
	645841
Q2WGJ8	340393
H0YL14	90120
Q8N6I4	26175
	100420909
Q8N6L7	169693
	105376072
P0C7T8	643382
Q8TBM7	80195
	219347
Q5JRV8	55026
Q8WV15	348013
Q8N2U0	254863
	100529211
	645269
	106479054
P61165	746
Q4ZIN3	91304
Q9NX78	54916
E9PQX1	100130348
Q8WUH6	90488
A0A087WTH1	100862671
Q2M3C6	123591
Q0VDI3	64417
Q5VZI3	203197
A0A1B0GVZ9	100129924
	105378683
Q6UE05	135886
A0A286YF58	112441426
A0A1B0GTI8	283521
Q5T292	170371
	113391335
A0A0U1RQS6	105378696
P82094	7110
	106480320
Q8NEW7	259236
Q6UXZ0	388364
Q96BF3	126259
P0DMS9	57413
Q9NVH6	55217
	100507404
P28289	7111
Q9NZR1	29767
Q9NYL9	29766
Q9NZQ9	29765
P42166, P42167	7112
	100128191
	100129772
	100533619
Q6ZT21	643853
O15393	7113
P57727	64699
Q9NRS4	56649
Q9H3S3	80975
Q8IU80	164656
Q7RTY8	344805
Q7Z410	360200
Q6ZMR5	339967
Q86T26	132724
	401136
	100381178
O60235	9407
Q9UL52	28983
Q6ZWK6	389208
	644759
Q86WS5	283471
Q9BYE2	84000
P98073	5651
P62328	7114
	7115
	7116
	100873877
	7118
	7119
